id,predicted_price
2591820310,365209.94
7974200820,978146.75
7701450110,1118574.5
9522300010,1802344.1
9510861140,717682.3
1761300310,262540.56
7732410120,797045.2
7010701383,679206.1
291310170,431789.84
4232901990,573827.6
6840701125,593196.94
3971700580,376614.38
4202400078,244977.56
6064800090,336845.84
2626119028,225761.11
3303980660,1081286.9
862000020,754568.1
2386000070,957204.44
1138000450,380557.72
1775800420,454093.72
2291401425,418651.94
2025770560,775882.06
3525069037,731196.94
9324800450,535761.0
8080400136,544542.25
8651540040,522847.75
9407001790,237026.12
1773101530,187211.81
9432900250,328462.78
1794500695,607720.2
2220069003,366002.12
923000120,468562.28
5728000060,543674.1
16000200,238737.33
1926059094,439238.34
6672900220,965094.75
3629860060,852559.25
1822069109,436416.16
6675500105,386176.66
249000180,1971477.1
226059065,488577.56
396100110,259204.61
9264450460,302378.8
7853361210,391831.84
9474700020,311119.0
421000455,233287.05
3755200220,401647.53
7960100075,496559.88
9477100490,397570.97
9138100350,772818.9
1624049275,488585.03
2770606890,522405.66
1157200189,404674.97
2770601800,535554.6
9301300805,535842.25
2325069032,1206839.4
1021079099,336262.97
7215730040,754521.4
1853200080,428365.06
3224600340,708039.7
3222049120,419169.28
2113700025,298005.0
7893207925,222166.06
3586501085,610386.8
8024200010,404756.03
7116500705,174567.44
1598600209,295366.0
7204200025,767987.4
4206901505,553568.2
2937300440,861771.94
7205000180,337477.03
8718500665,379339.88
5318101765,912447.1
4122700020,1031317.6
8078700020,508422.75
3303980680,917860.8
8924100372,1201501.6
2781270210,206822.72
519000043,553661.1
3225069301,1477785.1
151000075,744877.25
2297400020,441234.28
6617500085,656423.94
104510180,244611.05
3528900060,997093.75
3345100286,551943.56
1226039130,427318.88
8712100720,826897.94
3037200010,376617.6
3626039268,408788.9
104510230,242101.31
5112800060,424894.1
6072400280,645362.6
5317100570,1097040.8
9528102993,546635.44
2919201095,489308.25
6181400920,252905.69
185000161,235699.56
8691400010,754219.94
3345700165,533373.6
6151800486,236694.97
4340000080,1231530.9
4136960010,534390.4
3634100030,352738.88
1624059224,1043896.5
2788400090,255669.53
9828200762,475265.25
7524400250,557795.5
3528000290,728765.25
5700003630,1835277.1
2720069019,325826.78
7227501170,241143.42
2397101270,603674.44
6792100090,751210.7
2770602265,532297.9
3971700937,278434.44
422049203,225249.48
3076500830,319940.9
1423400260,283302.38
9161100795,474941.75
3126049052,504726.5
5100401468,382275.34
514500235,445040.72
1423200170,196639.36
1402100070,402584.78
624110020,713007.9
2407000145,210746.73
1890000225,818387.4
1320069271,333080.88
5490700085,363500.38
263000155,453834.8
3726800201,373489.0
5153200358,301544.25
2725079018,749850.06
7165700200,265668.5
9429000170,604052.2
8718500075,372337.8
1760650950,294406.47
1068000559,1242717.8
4113800500,669061.9
4077800507,532782.4
2725069150,743913.9
4008400035,616636.75
7016310270,421474.56
1432701230,224279.11
3278606050,342454.0
2473350710,401292.62
2185000685,141351.05
7792000025,372055.97
6868200029,479724.72
624069003,771868.7
7431500280,819449.5
3296000040,569755.9
1118001215,1576165.0
6453900040,698857.7
333100209,705442.06
34001765,633653.8
8946700100,391173.6
5561401210,566512.0
6671900095,374129.97
3275850020,714280.56
3876300600,412889.12
1450900020,262749.72
8562780280,330508.03
7663700973,308495.94
2126049032,357548.56
1823059159,173046.14
3438503426,306961.97
9297301495,556047.6
7140700850,353479.72
7942601805,683633.56
2555900030,346065.72
2887970040,280743.53
7419700010,627685.0
2239000011,367230.03
9283800050,348373.06
9407001340,249180.7
217500140,516840.66
7212660520,245421.88
3298201170,352870.75
3057000400,274654.4
6865200444,494140.22
6071600340,513106.7
6821600005,647876.1
1235100371,806973.6
7796450340,362341.6
3603000410,157439.16
9297300255,539840.5
9126100850,534976.8
2770601462,510594.25
2599001500,224260.94
1102000095,801980.6
1853080640,925218.5
9551201585,965323.0
3438500796,348234.56
7518504291,534974.25
9269200340,427644.22
715010130,1517864.6
1982201485,635046.44
9526500080,369746.88
9277200180,431041.44
6669150280,300287.3
8917100153,599232.0
3760500516,1070338.9
2725069050,949291.8
3332000091,307638.94
8562770080,620336.2
8151601190,268854.22
8563040160,621554.9
240000269,619725.3
4307350200,306953.47
1311910300,274516.94
3574900030,507970.56
7853230570,442752.6
320069049,347471.88
9839301060,633108.4
7011201333,645027.9
2781320100,275205.28
3421069120,472233.22
7852030320,474015.5
5316101075,2389091.8
5309100750,505355.03
629000730,725823.0
511700170,295047.3
1562100030,558211.1
2489200230,533910.5
524069116,513978.94
5315100737,941317.94
1868900675,826324.0
1608000120,344032.12
705700240,354689.28
7575600610,284659.22
1778500015,693251.9
5423500240,203425.42
6713700025,347272.12
2734100734,305229.44
301402280,200697.58
2113700205,271311.44
4114601570,2992791.5
3332000615,297345.8
3630050180,342317.84
6852700520,542678.0
6870310010,637230.44
6163900981,309760.7
393000142,368578.03
1771100130,330959.06
1442860160,400013.75
9191200435,578651.5
6788200800,942933.44
1115300070,700270.75
3176600105,749641.25
2770604665,564402.94
5469500580,420838.78
5680000545,499578.0
3424089119,582950.25
1328300180,326752.84
1773100922,346359.6
4123830480,339213.97
9808610190,943152.9
4250200140,275596.34
4217402115,3989759.0
3831250350,355814.44
2397101055,818599.7
6817850110,855991.6
7526800200,615585.0
7853370100,626010.56
2523089025,959826.1
9476200680,269851.94
5714200140,406606.12
3575304895,583928.44
263000018,391324.72
8080400177,505054.4
6450304130,333991.56
514500090,571804.2
9477000300,440538.0
853600310,1490256.4
1951600240,202308.33
1099900120,326105.3
5323100120,512086.47
1223089016,453076.28
522059172,244918.7
1930300190,722778.9
9542840410,313577.1
8665050530,508944.72
5592900205,345802.12
5450300010,598240.75
2459960030,330649.28
3331500455,557389.25
3432500705,409895.62
3702900165,323186.97
5249803550,546603.7
626049058,438154.75
1788900380,173547.4
8075400360,228782.05
9113200250,786329.44
2738640040,671150.4
7821200307,467975.03
3530440140,242001.36
3582700130,441519.66
9276200569,767127.3
7197800020,575613.9
686200490,537648.7
3501600100,387334.06
6383000690,617010.25
7604400150,374120.7
5249801411,758116.94
2607720420,444606.72
9561100010,400341.6
1796370590,244360.39
4077800593,381710.66
854000165,249855.08
5536100010,711141.75
4188000670,812471.75
31000165,1316938.8
662350050,937323.56
4137000280,270040.38
6169901130,972535.1
1953400510,258559.23
7518506716,906192.94
1552520010,367285.03
7955080270,310902.2
9212900100,512127.97
3438500798,343320.88
7899800890,215981.62
4319200605,466004.34
1329300480,352864.7
8935100100,727509.75
5016001260,451494.6
4337600280,289270.22
1446401220,193390.89
7135521530,667972.3
6888900115,268122.44
2413301070,305454.25
345700040,292165.53
5566100145,462003.2
7634800070,350456.1
9346910500,617283.94
3529300060,305857.1
8128600060,1138503.0
8572900275,207128.67
4139420590,1450226.6
9274200322,640537.6
1472700200,556978.5
8820903380,569503.25
8563010130,787153.25
8965450110,827860.56
9274204230,535318.75
8165501700,341894.03
2193340260,529233.94
1860600290,881025.3
1222000055,195550.39
2492200280,456151.06
2488200455,390469.53
809001520,1154216.1
1796361140,236916.28
6398000011,774748.56
6813600365,531173.1
7504100920,817060.06
8835770330,592732.7
524059322,798631.56
4307330280,401402.84
1245002952,1145697.1
2021069059,258382.25
5700000595,657631.44
3629970930,743231.0
3336002215,270615.03
5100401060,595090.6
3278600750,242591.75
1126069045,1051411.9
7568700175,319592.34
452001475,504768.84
9283800230,487741.9
1737300130,547493.2
6189600040,483700.34
3679400025,458880.25
1096100010,331182.0
9513900050,242191.14
5452800645,702819.1
273800100,238751.45
7228500037,488942.53
808300090,478973.2
2493200215,555841.4
5035300255,658275.8
3380900160,377607.34
3630000130,419173.7
7300400670,287204.47
6798100070,356184.84
8078400010,564534.3
5566100060,509062.2
2768200212,486256.62
4035900060,590798.1
9460000110,343953.06
7199320190,561444.94
2225039081,471501.97
9512200050,572596.56
2634500085,319046.03
3654800200,283869.78
2724079090,1180415.1
2597520720,751842.1
3034200426,382485.38
984000130,296239.7
7852020670,445639.12
7923500060,680983.9
2310030510,303274.06
2205500540,503398.78
2493200015,428045.3
7853361420,587807.1
5652600605,546283.7
5285200020,297350.34
9406530150,362065.94
5706300020,490421.53
3278602490,398028.12
7197000100,525595.9
4447300008,542422.9
7899800045,244060.66
9250900095,345817.97
9268851740,606493.3
8682261440,514764.3
7284900385,665602.94
8079040300,424202.16
2225300585,390373.84
3223039013,462403.88
2013801350,250546.34
4055701110,873390.8
3578401770,454252.22
4046500720,547364.75
